#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
450000,449.9999999962708,-550528.5369752166,109271.67934497958,-441256.857630237,295.9521390757265,434.02977233840403,1.0146052841515998
451000,450.99999999624714,-551248.2255086522,110055.82115778327,-441192.4043508689,298.0759139479448,432.84512904265966,1.0173821326524837
452000,451.9999999962235,-550615.1282515279,110431.56217949447,-440183.5660720334,299.0935734163498,433.3438406820862,1.0162112834014598
453000,452.99999999619985,-549645.9615928773,110147.36584827927,-439498.595744598,298.32385419317325,434.5279383333475,1.0134420865611458
454000,453.9999999961762,-550167.3947736318,110664.67077698547,-439502.72399664635,299.7249262836064,433.976239637799,1.0147304397613957
455000,454.99999999615255,-549409.7991174846,110617.24753446132,-438792.5515830233,299.59648485989027,435.1907267367803,1.0118986307353288
456000,455.9999999961289,-549217.3746880321,109813.9868913861,-439403.387796646,297.4209284213099,435.4427686901322,1.0113129259634897
457000,456.99999999610526,-549696.9087036201,110460.87473424058,-439236.0339693795,299.1729637335014,434.64838830233134,1.0131612410060293
458000,457.9999999960816,-548674.1194858984,110576.01555592308,-438098.1039299753,299.48481189650334,433.38244232590273,1.016120768830095
459000,458.99999999605797,-547814.7920402195,111085.7681115508,-436729.0239286687,300.86542908973837,434.85356968131174,1.0126831908414387
460000,459.9999999960343,-549508.8773453799,110709.48535394407,-438799.39199143584,299.84630238025085,434.3906380153716,1.0137624109617145
461000,460.9999999960107,-549163.1743551339,110655.38939312636,-438507.78496200754,299.6997885221741,434.1963235608424,1.0142160967237053
462000,461.999999995987,-549481.6491616415,110872.12225626642,-438609.52690537507,300.2867892422033,433.07984769584283,1.0168307364948943
463000,462.9999999959634,-549501.5296500339,110932.23927964916,-438569.29037038476,300.4496105859553,433.32125883408526,1.0162642416357281
464000,463.99999999593973,-549845.2619130313,111271.8751293108,-438573.3867837205,301.36948256757677,435.2339371899503,1.0117981684444548
465000,464.9999999959161,-549220.8941544369,111034.57622647053,-438186.31792796636,300.72678064959683,434.6880907706426,1.0130687033844124
466000,465.99999999589244,-548197.4715568642,111657.2881119989,-436540.1834448653,302.41333763906323,434.2266947763279,1.014145159178886
467000,466.9999999958688,-549628.1933235037,111610.31812199157,-438017.8752015121,302.2861238074615,434.0063783630848,1.0146599737878805
468000,467.99999999584514,-549934.2544506635,111229.24884388968,-438705.0056067738,301.25403325420615,433.51153483289113,1.0158181850072636
469000,468.9999999958215,-549452.9105594102,111077.42995651055,-438375.4806028997,300.8428459754777,434.6105975453212,1.0132493385593042
470000,469.99999999579785,-550843.1469837893,111481.71589296637,-439361.4310908229,301.93781667977686,432.9312420501506,1.0171797683352417
471000,470.9999999957742,-550903.5271283062,111198.96427368408,-439704.56285462214,301.17201032395496,434.2932675789969,1.0139897008962004
472000,471.99999999575056,-550713.3974775821,110384.99760900042,-440328.3998685817,298.96745762563927,432.89395202455074,1.0172673894706803
473000,472.9999999957269,-550217.9231173997,110661.97654325521,-439555.9465741445,299.7176292031514,433.3744412234822,1.0161395287881583
474000,473.99999999570326,-548774.7398204105,110046.66592083866,-438728.07389957184,298.05111784365005,434.86141344423254,1.0126649246844117
475000,474.9999999956796,-549853.6770951007,110961.244618683,-438892.43247641774,300.52816883803985,433.1501881177954,1.0166656106216492
476000,475.99999999565597,-549427.447691129,111412.59871772781,-438014.84897340124,301.7506192652104,432.88647770427787,1.0172849538499427
477000,476.9999999956323,-549507.8233901677,111015.24987609754,-438492.5735140701,300.67443703441955,432.6818043284666,1.017766164623272
478000,477.9999999956087,-549443.8709232346,109388.93961920892,-440054.9313040257,296.2697275780247,434.3916005963644,1.0137601645360779
479000,478.99999999558503,-549670.3597597531,110412.29918182001,-439258.0605779331,299.0414013860402,432.6392232477305,1.0178663348826882
480000,479.9999999955614,-550220.2569593084,110629.91948376561,-439590.3374755428,299.6308056512,432.02350295883804,1.019316998907853
481000,480.99999999553773,-551035.1252790489,110757.56735594437,-440277.55792310456,299.97652799248937,433.5308182052669,1.015773001598138
482000,481.9999999955141,-550219.3061610381,110165.92004114052,-440053.3861198976,298.37410649183863,433.65314010386265,1.015486479328132
483000,482.99999999549044,-550090.624671868,110758.67277306179,-439331.95189880626,299.97952191152154,431.524798310906,1.0204950033401847
484000,483.9999999954668,-548997.6218976062,110513.57665558223,-438484.04524202395,299.3157019658408,433.30750079889094,1.0162965092497835
485000,484.99999999544315,-549557.4002637565,109764.35752247856,-439793.04274127795,297.2865119103053,434.83731468651706,1.0127210467462557
486000,485.9999999954195,-549598.3128741947,110020.51040709941,-439577.8024670953,297.98027807724253,435.1134524656437,1.0120783395646262
487000,486.99999999539585,-549781.5739750993,110771.17651866988,-439010.3974564294,300.01338713882797,435.67644885090243,1.010770496443254
488000,487.9999999953722,-549463.4468624033,110978.84530817071,-438484.6015542326,300.5758386618617,434.38021875404104,1.0137867275742833
489000,488.99999999534856,-549420.1374337077,111559.39713882882,-437860.7402948789,302.1482090798651,435.1022402314112,1.012104420008153
490000,489.9999999953249,-548463.5661815973,110486.1018577312,-437977.46432386606,299.24128904161904,433.5023199419949,1.0158397780952695
491000,490.99999999530127,-549572.366068433,110883.60599062941,-438688.7600778036,300.31789186430706,431.8591342933277,1.0197049582249957
492000,491.9999999952776,-550933.6993681383,110485.1988634346,-440448.5005047037,299.23884336589356,432.32876715022286,1.018597266604385
493000,492.999999995254,-549118.6726057455,111251.61742194393,-437867.05518380157,301.31461645895706,433.4864343872258,1.0158770045853078
494000,493.9999999952303,-549047.8691895436,110017.80728003304,-439030.06190951064,297.97295691001716,434.99222969551914,1.0123603835450232
495000,494.9999999952067,-550496.6350811962,110096.45280836453,-440400.1822728317,298.1859609791224,434.68945257442965,1.0130655296225723
496000,495.99999999518303,-550133.629552417,110454.67058196757,-439678.9589704494,299.1561603664501,435.3291072926672,1.0115769727237771
497000,496.9999999951594,-550125.9657758554,111016.22153847985,-439109.7442373755,300.67706869124254,434.90258140010536,1.0125690656421427
498000,497.99999999513574,-550147.6426363504,110182.46640195558,-439965.1762343948,298.41892076491,433.49090769467324,1.0158665214815343
499000,498.9999999951121,-551082.8347791699,110113.77895044419,-440969.0558287257,298.2328872169284,432.9405032029247,1.0171580095550776
500000,499.99999999508844,-550343.8950447729,110865.88263998786,-439478.012404785,300.2698898242048,434.12584911115397,1.0143807409655263
501000,500.9999999950648,-549864.4331185785,110438.94372686656,-439425.48939171195,299.1135656480749,433.8583364753069,1.0150061978092801
502000,501.99999999504115,-549438.2859850759,110309.70249543962,-439128.58348963625,298.7635278420591,433.3576038414395,1.0161790091833403
503000,502.9999999950175,-549691.0378100439,111239.09263641166,-438451.94517363224,301.28069424698083,433.99224181769347,1.0146930245786416
504000,503.99999999499386,-549352.153192664,110557.21564444987,-438794.93754821416,299.4338940919241,433.4893320221357,1.0158702140129565
505000,504.9999999949702,-549672.7874341584,110742.86024357734,-438929.92719058105,299.93669515207966,433.43198658045213,1.0160046192435797
506000,505.99999999494656,-550275.906666995,110595.73161963499,-439680.17504736,299.5382110138654,433.86229147809166,1.0149969452136578
507000,506.9999999949229,-549766.2148497165,110372.39960236766,-439393.81524734886,298.9333371011502,433.8162169133525,1.01510474556929
508000,507.99999999489927,-550484.9414036046,110949.62110271817,-439535.3203008864,300.4966876305212,433.1108019319542,1.0167580640550424
509000,508.9999999948756,-549805.4230696564,110964.54123682884,-438840.8818328275,300.53709742043037,433.7103722396035,1.0153524763995698
510000,509.999999994852,-549912.2923945929,110824.87108412199,-439087.4213104709,300.15881385504167,431.6479381928193,1.0202038780431881
511000,510.99999999482833,-549835.626511401,110667.26005675853,-439168.3664546425,299.73193910606966,432.7482687084748,1.0176098492731798
512000,511.9999999948047,-550105.8002055548,110176.87347014836,-439928.92673540645,298.40377283141095,434.7021919831131,1.0130358406629971
513000,512.9999999947811,-549444.9025725019,111444.47533113463,-438000.4272413673,301.83695409579764,434.49929727343573,1.0135088900190583
514000,513.9999999947574,-548283.451217147,110814.86665895628,-437468.5845581908,300.1317178037522,434.79211837687944,1.01282631832794
515000,514.9999999947338,-549227.2001061826,110603.53132714226,-438623.66877904034,299.5593357932664,433.7063326083487,1.0153619336043416
516000,515.9999999947102,-550134.45447515,110520.46300054312,-439613.99147460685,299.3343529880801,434.0795318183868,1.0144889777431507
517000,516.9999999946865,-548618.6112240311,109924.65193214158,-438693.9592918895,297.72065434964577,434.2057776649781,1.014194013865559
518000,517.9999999946629,-549974.5804970753,110985.91153297125,-438988.6689641041,300.59497687184853,433.0900776610464,1.0168067180664222
519000,518.9999999946392,-549353.2844799147,110889.91010709232,-438463.37437282235,300.3349659750315,434.3296235067896,1.0139048240322863
520000,519.9999999946156,-549825.8529634373,111960.54361244215,-437865.3093509952,303.2346768422369,433.4968295156842,1.015852644148872
521000,520.9999999945919,-548939.6369132516,111253.00081599993,-437686.63609725167,301.3183632525683,434.68917760032633,1.0130661704638906
522000,521.9999999945683,-548403.717376946,110755.51446413517,-437648.20291281084,299.9709679267352,434.33967859665654,1.0138813518407628
523000,522.9999999945446,-549462.9341953932,111632.86770135153,-437830.0664940417,302.34719723734594,435.88609086704855,1.0102843603421596
524000,523.999999994521,-549015.9588566311,110382.7623467744,-438633.1965098567,298.961403626642,435.354804096753,1.0115172644236934
525000,524.9999999944973,-550959.7445692951,110945.30801228981,-440014.4365570053,300.48500602787766,432.69352589170165,1.0177385935833945
526000,525.9999999944737,-550081.3517022431,110467.98110956838,-439613.3705926747,299.19221068744173,434.3944815532864,1.0137534411556317
527000,526.99999999445,-549039.9630067046,110869.97007931897,-438169.9929273856,300.2809602719241,433.7044051182676,1.015366446124926
528000,527.9999999944264,-550234.4832162014,111239.35129372499,-438995.13192247646,301.2813947961591,434.187509280275,1.0142366859508052
529000,528.9999999944027,-548371.6855163043,110037.63249869784,-438334.0530176065,298.0266516633756,435.3583180209698,1.0115091001257714
530000,529.9999999943791,-548780.5811107759,110978.10500264948,-437802.47610812646,300.57383361349156,434.02316819743714,1.0146207224894888
531000,530.9999999943554,-549102.6150365938,110833.06787168368,-438269.54716491007,300.1810140886884,434.13034143124264,1.014370244295413
532000,531.9999999943318,-551307.049297539,111024.75955400872,-440282.28974353033,300.70019310897254,433.09472607224654,1.0167958046669925
533000,532.9999999943082,-549601.6629159856,110188.03622291624,-439413.62669306935,298.43400610483945,433.6745385047184,1.0154363731198606
534000,533.9999999942845,-550129.7109832149,111053.70765373085,-439076.003329484,300.77859633372657,432.58701030742355,1.0179891906155638
535000,534.9999999942609,-549513.1406133561,109186.83329510671,-440326.3073182494,295.7223414730675,433.60318677461726,1.0156034686215536
536000,535.9999999942372,-550355.850135209,110666.28904849151,-439689.5610867175,299.7293092208569,434.13257225062546,1.0143650318857782
537000,536.9999999942136,-548815.7357064551,110765.20840498828,-438050.5273014668,299.9972230602588,434.7494032329686,1.01292583087844
538000,537.9999999941899,-547967.9223647048,110878.97530868591,-437088.94705601886,300.30535009470333,434.90910349404146,1.012553880697726
539000,538.9999999941663,-549702.8947857576,111827.5537469234,-437875.34103883425,302.87448621085287,432.5968502689996,1.0179660351660633
540000,539.9999999941426,-549985.9471930014,110577.81579151045,-439408.13140149094,299.4896876664752,432.96098872462863,1.0171098827884089
541000,540.999999994119,-550240.8378254217,111678.52595393767,-438562.31187148404,302.4708583506401,433.6857566152988,1.015410106918245
542000,541.9999999940953,-549634.4174770908,110744.02247983622,-438890.3949972546,299.9398429604504,431.4814929146416,1.0205974247446512
543000,542.9999999940717,-549421.3718380695,110499.4469010849,-438921.9249369846,299.27743284530413,434.69144025227905,1.013060897261024
544000,543.999999994048,-548788.422437794,111349.8978246469,-437438.52461314714,301.5807997516778,435.5108933232316,1.0111547317068448
545000,544.9999999940244,-549119.3114690944,110970.21359083476,-438149.0978782596,300.5524604615377,434.21322893142957,1.0141766099051837
546000,545.9999999940007,-548747.3055419312,110382.63207771844,-438364.67346421274,298.96105080506925,435.3402485716201,1.0115510843266613
547000,546.9999999939771,-549791.5353053268,111040.37767194945,-438751.15763337736,300.7424933229035,434.96726396741525,1.0124184897892685
548000,547.9999999939535,-548316.0073630833,109914.34785295975,-438401.65951012354,297.6927467134371,435.3098684658038,1.0116216800820224
549000,548.9999999939298,-548920.2936491314,109770.55206058914,-439149.7415885423,297.3032892382955,435.7564223394585,1.0105849917929814
550000,549.9999999939062,-549591.2361159963,110727.76081670867,-438863.4752992876,299.8957997644789,432.95519319357766,1.0171234978044674
551000,550.9999999938825,-549976.2842381294,110766.20917177404,-439210.07506635535,299.99993354364057,431.35335135737756,1.0209006122426383
552000,551.9999999938589,-550004.4522456792,110251.22722167335,-439753.22502400586,298.6051530238271,433.780731927551,1.0151877851670228
553000,552.9999999938352,-549822.040992734,109890.85455461865,-439931.1864381154,297.6291173088222,432.50081357723406,1.0181920742561137
554000,553.9999999938116,-549687.6463272581,110685.57175640459,-439002.0745708535,299.7815346345071,432.2624196316271,1.0187536100615497
555000,554.9999999937879,-550526.8486793516,111466.35217368545,-439060.4965056662,301.8962054808587,432.1952923000505,1.0189118399465018
556000,555.9999999937643,-549703.5803514952,110498.78156496123,-439204.79878653394,299.27563084454613,433.38828084165334,1.0161070798648515
557000,556.9999999937406,-549093.7849291065,110655.0239258575,-438438.761003249,299.6987986882059,435.04247475955054,1.0122434613701892
558000,557.999999993717,-548595.3656731653,111113.21588939172,-437482.1497837736,300.93976883278606,434.09282319159934,1.0144579153737614
559000,558.9999999936933,-549373.5215675039,110587.44794685906,-438786.07362064486,299.51577545972975,433.1733675601351,1.0166112080575374
560000,559.9999999936697,-548894.9616675652,110113.53625943314,-438781.425408132,298.23222991098885,433.1077825740036,1.0167651522595678
561000,560.999999993646,-548724.3610051069,111279.5466461624,-437444.81435894454,301.39026015455806,434.6180326089868,1.01323200477935
562000,561.9999999936224,-548182.5490335608,110480.00567421669,-437702.5433593441,299.2247780978674,434.66484625986925,1.0131228791168017
563000,562.9999999935987,-549129.8607395268,109339.82402310685,-439790.03671641997,296.13670257268456,433.2718833724251,1.0163800546345059
564000,563.9999999935751,-548617.1122666285,109723.3653008365,-438893.74696579203,297.1754883060819,435.14362263231334,1.0120081683140338
565000,564.9999999935515,-548872.9485800643,110729.12455503165,-438143.8240250327,299.89949332237285,435.4316400026941,1.0113387729264136
566000,565.9999999935278,-549611.3867227673,111541.6956089891,-438069.69111377816,302.10026613936685,434.0148470883873,1.0146401752103638
567000,566.9999999935042,-550087.4186120974,111063.2244081496,-439024.1942039478,300.8043715743394,432.5189980239536,1.0181492662878875
568000,567.9999999934805,-550034.2658847193,110475.88133034453,-439558.3845543748,299.213607697645,433.13695624843143,1.0166966686654213
569000,568.9999999934569,-550356.7949346583,110473.26721753669,-439883.52771712164,299.2065276172262,433.8042454921003,1.0151327587725967
570000,569.9999999934332,-549396.1192675722,110410.35895195295,-438985.76031561923,299.0361464546353,433.606374607135,1.0155960020021677
571000,570.9999999934096,-549819.9738501823,110793.66079705913,-439026.3130531231,300.07428370713154,434.6761295931214,1.013096580449145
572000,571.9999999933859,-548494.962421766,110958.02928060532,-437536.9331411607,300.5194603951236,434.3029619432668,1.0139670669600136
573000,572.9999999933623,-549420.6829771395,111400.61740425375,-438020.06557288574,301.7181689965512,430.77790343622996,1.022264366349632
574000,573.9999999933386,-547450.7677648161,110918.41916587425,-436532.3485989418,300.4121800983993,434.85721597333486,1.0126746994596583
575000,574.999999993315,-547244.9285491984,110888.41236516298,-436356.51618403546,300.33090948088375,435.8492165781439,1.01036983374893
576000,575.9999999932913,-547991.9356887783,109982.1119996862,-438009.82368909207,297.87627957663227,435.0573945139037,1.0122087477347477
577000,576.9999999932677,-549111.4073157203,110957.26331730455,-438154.1439984158,300.5173858550536,434.94892871324737,1.0124611682489888
578000,577.999999993244,-549306.5501969461,110909.78512060069,-438396.7650763454,300.3887955930736,436.17060589657115,1.0096253496689893
579000,578.9999999932204,-548587.9920271197,110751.65729144466,-437836.3347356751,299.9605211347084,435.4627498337159,1.0112665220201227
580000,579.9999999931968,-549061.0478903688,110756.54355737493,-438304.50433299394,299.9737551296723,432.42551031909403,1.018369383824523
581000,580.9999999931731,-549886.0896567381,110705.34185414528,-439180.7478025928,299.83508009799016,432.345056046418,1.0185588902545035
582000,581.9999999931495,-551191.5322160232,110234.76631465775,-440956.76590136543,298.56057019439135,431.9085976678571,1.0195881787755232
583000,582.9999999931258,-550209.7863576976,111313.40658313688,-438896.3797745607,301.481966631814,431.50088417606315,1.020551560014832
584000,583.9999999931022,-549325.7879235344,110781.6538518325,-438544.1340717019,300.04176401726414,434.254199502266,1.0140809254082128
585000,584.9999999930785,-549708.2698980435,111214.43757773304,-438493.8323203104,301.2139183229837,435.38325374904747,1.0114511679116782
586000,585.9999999930549,-548792.3919280302,111192.06422580249,-437600.3277022277,301.1533221886346,435.06397381379094,1.0121934405033965
587000,586.9999999930312,-547692.5305008166,110999.30690302694,-436693.2235977897,300.63125698070615,434.74267827014364,1.0129414996611419
588000,587.9999999930076,-549237.0715666893,112347.53742463939,-436889.5341420499,304.2828134428218,432.8680398473491,1.0173282847330485
589000,588.9999999929839,-549817.3001591228,110569.01163301757,-439248.2885261052,299.4658424253812,432.98288308060194,1.017058451272966
590000,589.9999999929603,-549587.0780824972,110531.08678729855,-439055.9912951987,299.36312652239565,432.64393301369995,1.0178552543800865
591000,590.9999999929366,-550802.2398803593,110452.48098246532,-440349.75889789395,299.15023004067586,432.58271501400804,1.0179992986529764
592000,591.999999992913,-549389.2670947332,110123.31637243554,-439265.95072229765,298.2587184337316,432.9133608047434,1.0172217823794076
593000,592.9999999928893,-549624.0763227884,110815.25544557913,-438808.82087720925,300.13277079601306,433.98648002132927,1.0147064960918084
594000,593.9999999928657,-548440.9469240634,109917.66988503712,-438523.27703902626,297.7017441270878,435.2813377431433,1.0116879873070033
595000,594.999999992842,-550478.5107489936,111230.03282991867,-439248.47791907494,301.2561566071524,433.73462677600355,1.0152956976641923
596000,595.9999999928184,-549595.7886072877,111950.15333498988,-437645.6352722978,303.2065357460625,434.291547837804,1.0139937161708852
597000,596.9999999927948,-549261.6161029409,111563.92018246486,-437697.695920476,302.160459321165,435.3311318872165,1.011572268182624
598000,597.9999999927711,-549145.4462615862,110510.37943459873,-438635.06682698743,299.3070425913822,434.0807611434454,1.014486104690867
599000,598.9999999927475,-548437.4474507873,111307.68355202198,-437129.7638987653,301.46646633648953,433.1844146022347,1.016585282501502
600000,599.9999999927238,-548298.1668943958,111802.95481929989,-436495.212075096,302.8078623125767,435.6247520315682,1.0108904474320335
601000,600.9999999927002,-549320.5698013697,111067.92849845218,-438252.6413029175,300.81711216362845,435.5640274396749,1.0110313817287202
602000,601.9999999926765,-548435.5457408153,110142.0965010577,-438293.4492397576,298.3095826583062,434.62782516727674,1.0132091757451893
603000,602.9999999926529,-548696.1857064841,111238.61206556624,-437457.5736409179,301.2793926657245,433.18616513370256,1.0165811744189501
604000,603.9999999926292,-549127.372320082,110974.99036801478,-438152.38195206726,300.56539791644633,433.64325776865013,1.015509621340864
605000,604.9999999926056,-549797.339895925,110434.23428468386,-439363.1056112412,299.1008105637184,434.02185367222404,1.01462379547881
606000,605.9999999925819,-550198.5484403265,110864.11768432031,-439334.43075600616,300.2651096066012,432.871481896733,1.0173201952784596
607000,606.9999999925583,-549045.5608573249,110488.1147488026,-438557.44610852224,299.2467407691104,434.3631341951964,1.0138266022727547
608000,607.9999999925346,-548733.4520362997,110771.15945664153,-437962.2925796582,300.01334092791757,433.3328350185823,1.0162370928452182
609000,608.999999992511,-549249.1364014111,111052.36189715134,-438196.7745042598,300.7749514777056,433.6038157932771,1.0156019953099509
610000,609.9999999924873,-549634.6245139977,110620.75562463608,-439013.8688893616,299.6059861945226,433.30711059638185,1.0162974244469685
611000,610.9999999924637,-549713.1209227857,110737.97901656685,-438975.14190621884,299.92347480455936,434.129460242232,1.0143723032478542
612000,611.99999999244,-549897.6991024613,110246.91495843555,-439650.78414402576,298.5934736615519,432.55161862710963,1.018072483213362
613000,612.9999999924164,-550263.9907777477,110328.75395305373,-439935.236824694,298.81512693587007,432.5082747992826,1.0181745093733199
614000,613.9999999923928,-549222.8093369966,110688.92497496906,-438533.8843620276,299.7906165138458,435.4149602535429,1.0113775149968045
615000,614.9999999923691,-550065.7907245774,110685.78853264276,-439380.0021919346,299.78212175270437,434.7036150766964,1.0130325242774083
616000,615.9999999923455,-550370.1191083277,112231.72919245099,-438138.3899158767,303.96915766079127,433.5317394437582,1.0157708431190637
617000,616.9999999923218,-549661.5193608892,110771.0204626607,-438890.4988982285,300.0129644757006,433.95760237425316,1.0147740195916148
618000,617.9999999922982,-549504.1552077187,109929.08185808576,-439575.07334963296,297.73265239037306,434.46141557447686,1.0135972602109498
619000,618.9999999922745,-549072.1308047781,109281.69605311545,-439790.43475166266,295.9792683942935,433.7540454625687,1.0152502440041515
620000,619.9999999922509,-549394.5856980733,110378.42429408606,-439016.1614039872,298.9496544160484,433.31289958423,1.0162838468833977
621000,620.9999999922272,-549791.9172387645,110878.78308451874,-438913.1341542457,300.3048294734976,434.2348302156194,1.014126159053145
622000,621.9999999922036,-550214.6216224218,111404.98088128003,-438809.64074114175,301.7299870665898,433.68070746052865,1.0154219288939448
623000,622.9999999921799,-550168.1002830719,110511.79411892581,-439656.30616414605,299.3108741317706,433.60920983907704,1.0155893613447284
624000,623.9999999921563,-548999.2891025255,110577.03111965337,-438422.2579828721,299.48756245602755,432.91008460450246,1.0172294805651672
625000,624.9999999921326,-548252.0298084426,110478.83081361593,-437773.19899482664,299.22159609764554,434.0682570000314,1.0145153288498328
626000,625.999999992109,-548396.746880387,111046.58776910356,-437350.15911128337,300.7593127911101,434.1480306960362,1.014328914005785
627000,626.9999999920853,-548768.9469451341,110457.65226359744,-438311.2946815366,299.16423597269767,433.96843500086425,1.0147486890210888
628000,627.9999999920617,-548758.7074908866,110402.21441508626,-438356.4930758003,299.0140877371165,434.7161088437931,1.0130034096617724
629000,628.999999992038,-549612.8954251129,110836.11839280365,-438776.77703230927,300.1892761402663,432.00297565487256,1.0193654333656061
630000,629.9999999920144,-551209.9018644518,110906.32621659272,-440303.57564785914,300.3794274745808,433.56417468236333,1.0156948525931195
631000,630.9999999919908,-550197.8245551242,110220.30549284125,-439977.5190622829,298.52140440893766,433.2400029764648,1.0164548459704057
632000,631.9999999919671,-550807.8640820007,109562.08865670045,-441245.77542530023,296.73868557639804,433.79390959904,1.0151569460730743
633000,632.9999999919435,-550233.8912421009,109425.44753445534,-440808.4437076455,296.36860585714635,434.0141708836966,1.0146417560445669
634000,633.9999999919198,-550746.8410996255,110745.97094217764,-440000.8701574478,299.94512018874326,434.32113964987275,1.0139246292470665
635000,634.9999999918962,-550314.362563964,111365.35457743914,-438949.00798652484,301.6226629231734,433.8688858603656,1.0149815182538509
636000,635.9999999918725,-550476.6010172577,110954.25868200068,-439522.342335257,300.50924808092356,432.9380856045436,1.017163689534823
637000,636.9999999918489,-549629.4413674385,110912.64383532357,-438716.79753211496,300.396538154937,434.5309717471413,1.0134350118313695
638000,637.9999999918252,-549878.566684918,111187.74208328396,-438690.82460163406,301.14161606925023,434.02532676130204,1.0146156764161538
639000,638.9999999918016,-550935.2424655268,110730.11332315987,-440205.12914236693,299.90217130851113,431.87744590558106,1.019661722714587
640000,639.9999999917779,-549789.3261598065,111074.73901814735,-438714.5871416591,300.83555782021654,433.05347991755565,1.0168926493270476
641000,640.9999999917543,-549805.5520147718,110969.08178982529,-438836.47022494656,300.5493950841978,432.1651248881026,1.018982965383156
642000,641.9999999917306,-549583.9946677568,111739.91819264361,-437844.0764751132,302.63713349600795,433.99869641009207,1.0146779336810479
643000,642.999999991707,-548748.4961717166,111513.50658731564,-437234.98958440096,302.02391880662043,434.22300821165464,1.0141537692977574
644000,643.9999999916834,-547599.3644946124,109884.2749799249,-437715.08951468754,297.6112971452034,435.74573709740537,1.0106097730916452
645000,644.9999999916597,-549557.1806495194,110770.86304175144,-438786.317607768,300.0125381158687,432.8518050669817,1.0173664412130974
646000,645.9999999916361,-549512.0060929987,110772.03833948408,-438739.9677535146,300.01572130002137,433.84742581856386,1.0150317237973518
647000,646.9999999916124,-549221.5065812361,111242.63825694483,-437978.8683242913,301.2902972290841,432.3573911166686,1.0185298309722435
648000,647.9999999915888,-549190.453979895,110450.27349860093,-438740.18048129405,299.1442512767769,433.10892804246237,1.01676246316143
649000,648.9999999915651,-549741.8937781858,110547.21706544561,-439194.6767127402,299.406813874417,432.0032197973419,1.019364857281025
650000,649.9999999915415,-549619.8885480165,109927.27901833452,-439692.609529682,297.7277695672666,433.75288827488055,1.0152529525396206
651000,650.9999999915178,-549652.2329724138,111411.1883825986,-438241.0445898152,301.74679950421825,434.1126865981856,1.0144114974950407
652000,651.9999999914942,-549318.43212657,111040.27452162275,-438278.1576049473,300.74221394987643,434.3824273295414,1.0137815730735755
653000,652.9999999914705,-549562.2990087969,111070.1594421955,-438492.1395666014,300.8231544664186,434.7774343321451,1.0128605252250602
654000,653.9999999914469,-551007.1482528592,111606.62347400415,-439400.5247788551,302.2761171984154,434.0505311047075,1.0145567599534373
655000,654.9999999914232,-550491.6417030683,110526.21971339197,-439965.4219896763,299.34994450723565,432.85760132133487,1.0173528179923303
656000,655.9999999913996,-548752.0185988699,110256.8741717306,-438495.1444271393,298.6204472607118,434.5943883260455,1.0132871300751425
657000,656.999999991376,-548622.4430137696,110451.22491358369,-438171.21810018586,299.14682809540903,432.7383765029907,1.0176331113785957
658000,657.9999999913523,-548877.4030291615,110986.76387029722,-437890.6391588643,300.59728534789963,435.32557330498076,1.0115851847397594
659000,658.9999999913287,-550048.3414890212,109854.68705202086,-440193.65443700034,297.5311610055696,433.946813310589,1.0147992495533666
660000,659.999999991305,-551078.0405898746,111170.04155287007,-439907.99903700454,301.0936758356035,431.68520789897195,1.0201157983544364
661000,660.9999999912814,-550673.9359955657,110162.15533742151,-440511.7806581442,298.36391014338585,434.5317774283917,1.0134331327844737
662000,661.9999999912577,-549566.0605670079,110583.72756269955,-438982.3330043083,299.50569914666505,434.51309479167134,1.0134767070824342
663000,662.9999999912341,-548950.4073543497,110109.26586313065,-438841.14149121905,298.22066394139824,433.19039118164363,1.0165712570226584
664000,663.9999999912104,-548322.171554843,110777.27816213726,-437544.8933927057,300.0299128703521,434.04704399785123,1.0145649108391133
665000,664.9999999911868,-549919.2012167876,111116.91772597778,-438802.2834908098,300.9497949114802,433.6688168024653,1.0154497704967502
666000,665.9999999911631,-548943.532311019,109938.6111008937,-439004.9212101253,297.75846145462185,433.3208619557817,1.0162651724315044
667000,666.9999999911395,-550138.6773967724,110929.20831636438,-439209.46908040805,300.44140150494763,434.34566967429726,1.0138673670302272
668000,667.9999999911158,-550664.5780478418,110117.39223282819,-440547.1858150136,298.242673454836,433.6872173738226,1.0154066867829277
669000,668.9999999910922,-549946.1340607279,108538.24021912413,-441407.89384160377,293.9656876961932,434.95242326513585,1.0124530338004876
670000,669.9999999910685,-550410.2004539836,109757.54427670623,-440652.6561772774,297.2680588703918,434.8673267306512,1.012651154558726
671000,670.9999999910449,-550828.3569334182,110834.4919112242,-439993.865022194,300.18487096679877,434.6186435312716,1.0132305805284105
672000,671.9999999910212,-548691.7075354024,110105.67907301139,-438586.028462391,298.2109494553157,435.9580393546343,1.0101176277092077
673000,672.9999999909976,-549055.4060940845,109938.68409242271,-439116.7220016618,297.7586591453618,433.86237713966176,1.01499674481317
674000,673.999999990974,-550162.2351588649,110750.78129071323,-439411.45386815164,299.9581485685334,433.8879368770938,1.014936952760691
675000,674.9999999909503,-549072.4313382292,109887.57089916477,-439184.86043906445,297.62022383467234,435.35894704290786,1.011507638661803
